iteration,mean_reward,success_rate,lift_rate,min_xy_after_lift,bowl_radius_after_lift_rate,tight_radius_after_lift_rate,object_to_bowl_xy_reward,lifting_reward,lift_progress_reward
3124,91.66,0.0,0.8647,0.1697,0.0,0.0,2.3356,10.8881,3.6457
3125,91.1,0.0,0.885,0.1675,0.0,0.0,2.417,11.2206,3.7581
3126,90.81,0.0,0.8593,0.1684,0.0,0.0,2.3368,10.8242,3.6248
3127,92.34,0.0,0.8741,0.169,0.0,0.0,2.3977,11.201,3.7516
3128,95.96,0.0,0.8657,0.168,0.0,0.0,2.3662,10.9783,3.678
3129,87.3,0.0032,0.8574,0.1689,0.0032,0.0032,2.312,10.769,3.6064
3130,85.24,0.0022,0.8726,0.1655,0.0022,0.0022,2.3911,11.0316,3.694
3131,86.74,0.0,0.8914,0.1675,0.0,0.0,2.3741,10.9969,3.6809
3132,85.92,0.0,0.8966,0.1684,0.0,0.0,2.4604,11.3682,3.7989
3133,87.91,0.0,0.8892,0.1672,0.0,0.0,2.3853,10.9885,3.6774
3134,80.83,0.0,0.8584,0.1665,0.0,0.0,2.3089,10.6166,3.5531
3135,81.25,0.0,0.8726,0.1694,0.0,0.0,2.3068,10.6378,3.559
3136,96.51,0.0,0.9238,0.1678,0.0,0.0,2.5331,11.6981,3.9169
3137,92.86,0.0,0.9066,0.1657,0.0,0.0,2.4805,11.401,3.8184
3138,94.59,0.0,0.8747,0.1664,0.0,0.0,2.4064,11.0686,3.7059
3139,88.11,0.0,0.8683,0.1659,0.0,0.0,2.3793,10.9473,3.6649
3140,90.24,0.0,0.8949,0.1685,0.0,0.0,2.4066,11.1216,3.7221
3141,90.63,0.0,0.8735,0.167,0.0,0.0,2.3917,11.016,3.6883
3142,87.8,0.0022,0.8631,0.1653,0.0022,0.0,2.3553,10.7907,3.6131
3143,80.98,0.0,0.8505,0.164,0.0,0.0,2.3198,10.5946,3.5472
3144,87.31,0.0,0.9001,0.1698,0.0,0.0,2.4249,11.1971,3.7495
3145,95.02,0.0,0.9038,0.1648,0.0,0.0,2.478,11.3629,3.7953
3146,89.35,0.0,0.8716,0.1663,0.0,0.0,2.3807,10.9839,3.6782
3147,88.47,0.0,0.8733,0.1664,0.0,0.0,2.3808,10.9689,3.6724
3148,88.28,0.0023,0.863,0.1669,0.0023,0.0023,2.3832,10.9863,3.6792
3149,79.9,0.0,0.878,0.1628,0.0,0.0,2.4086,10.9799,3.6752
3150,89.37,0.0043,0.8642,0.164,0.0043,0.0043,2.3891,10.8978,3.6486
3151,87.5,0.0,0.8514,0.1642,0.0022,0.0,2.3448,10.6996,3.5807
3152,84.79,0.0,0.8719,0.1657,0.0,0.0,2.3951,10.9885,3.6798
3153,84.61,0.0,0.8436,0.1634,0.0,0.0,2.3085,10.5315,3.5266
3154,89.08,0.0,0.878,0.1647,0.0022,0.0,2.3628,10.7833,3.6067
3155,89.65,0.0,0.8511,0.1616,0.0,0.0,2.3636,10.8197,3.6246
3156,88.81,0.0,0.8707,0.1638,0.0,0.0,2.4001,11.0175,3.6888
3157,92.23,0.0,0.8625,0.1662,0.0,0.0,2.3372,10.751,3.5984
3158,90.39,0.0,0.8973,0.1659,0.0017,0.0,2.464,11.3083,3.7864
3159,87.75,0.0,0.8829,0.1625,0.0,0.0,2.4307,11.1041,3.7174
3160,92.67,0.0,0.8698,0.1648,0.0,0.0,2.3802,10.8891,3.6451
3161,83.7,0.0,0.8578,0.1632,0.0,0.0,2.3479,10.6919,3.5781
3162,87.92,0.0,0.8775,0.1648,0.0,0.0,2.3847,10.8624,3.6366
3163,86.27,0.0,0.8649,0.163,0.0,0.0,2.3846,10.9278,3.6604
3164,88.11,0.0,0.848,0.1663,0.0,0.0,2.2903,10.4921,3.5123
3165,88.31,0.0,0.8569,0.1633,0.0,0.0,2.3661,10.7839,3.6105
3166,85.02,0.0,0.8719,0.1656,0.0,0.0,2.4081,11.1029,3.7193
3167,85.39,0.0,0.8358,0.1645,0.0,0.0,2.2724,10.3951,3.4816
3168,91.31,0.0,0.8808,0.1649,0.0,0.0,2.3936,10.9966,3.6827
3169,91.13,0.0022,0.8505,0.1647,0.0022,0.0022,2.316,10.5901,3.5439
3170,83.76,0.0,0.8568,0.1674,0.0,0.0,2.2855,10.5303,3.5265
3171,93.98,0.0,0.8985,0.1662,0.0,0.0,2.4318,11.1769,3.7433
3172,91.54,0.0,0.859,0.1654,0.0,0.0,2.3488,10.7808,3.6085
3173,94.77,0.0,0.8938,0.1654,0.0,0.0,2.4394,11.222,3.7579
3174,90.37,0.0032,0.8717,0.1637,0.0032,0.0032,2.352,10.7275,3.5835
3175,90.15,0.0,0.8587,0.1637,0.0,0.0,2.3134,10.5645,3.5366
3176,83.08,0.0,0.8902,0.164,0.0,0.0,2.4366,11.1015,3.7168
3177,87.41,0.0,0.8765,0.1629,0.0,0.0,2.3993,10.8682,3.6387
3178,89.69,0.0,0.8985,0.1657,0.0,0.0,2.437,11.1039,3.7184
3179,79.88,0.0021,0.8485,0.1642,0.0021,0.0021,2.3011,10.4351,3.4935
3180,87.78,0.0,0.8743,0.163,0.0,0.0,2.4032,10.8829,3.6432
3181,92.89,0.0,0.8797,0.1648,0.002,0.002,2.4014,10.9474,3.6652
3182,91.0,0.0,0.8813,0.1638,0.0,0.0,2.4145,10.9771,3.674
3183,82.96,0.0,0.8649,0.1654,0.0,0.0,2.3746,10.8325,3.6273
3184,91.66,0.0,0.8912,0.1647,0.0,0.0,2.4603,11.1824,3.7463
3185,86.48,0.003,0.8714,0.1634,0.003,0.003,2.3702,10.7708,3.6063
3186,84.94,0.0,0.8829,0.1641,0.0,0.0,2.4173,10.9337,3.6596
3187,89.91,0.0,0.9124,0.1635,0.0,0.0,2.5181,11.4264,3.8279
3188,85.03,0.0019,0.8602,0.1642,0.0019,0.0019,2.3366,10.6245,3.5563
3189,91.11,0.0,0.931,0.1658,0.0,0.0,2.5066,11.3731,3.8067
3190,87.53,0.0,0.8695,0.1649,0.0,0.0,2.3751,10.8354,3.6282
3191,88.4,0.0,0.8762,0.1661,0.0,0.0,2.352,10.6476,3.563
3192,82.63,0.0,0.8885,0.1658,0.0,0.0,2.4267,11.1107,3.7201
3193,84.01,0.0023,0.8813,0.1651,0.0023,0.0023,2.4076,10.9702,3.6731
3194,90.87,0.003,0.8779,0.1665,0.003,0.003,2.3954,10.9819,3.678
3195,87.55,0.0028,0.8726,0.1645,0.0028,0.0028,2.4105,11.0471,3.6998
3196,90.8,0.0,0.874,0.1656,0.0,0.0,2.3838,10.8412,3.6286
3197,88.44,0.0,0.86,0.1655,0.0,0.0,2.3571,10.7583,3.6025
3198,94.31,0.0,0.8735,0.1644,0.0,0.0,2.4274,11.0962,3.7163
3199,83.78,0.0,0.8604,0.1661,0.0,0.0,2.3563,10.8662,3.64
3200,91.84,0.0,0.8875,0.1665,0.0,0.0,2.4016,11.015,3.6889
3201,90.33,0.0,0.8871,0.1669,0.0,0.0,2.4196,11.1024,3.7184
3202,85.66,0.0,0.8868,0.1664,0.0,0.0,2.4433,11.1346,3.7296
3203,94.37,0.0,0.8918,0.1651,0.0016,0.0016,2.4743,11.3211,3.7921
3204,89.62,0.0,0.8829,0.1665,0.0,0.0,2.4264,11.1183,3.7234
3205,90.67,0.0,0.9016,0.1647,0.0,0.0,2.4567,11.1721,3.7408
3206,85.56,0.0016,0.884,0.1641,0.0016,0.0016,2.4172,10.9947,3.6808
3207,90.35,0.0,0.8735,0.164,0.0,0.0,2.4112,10.9808,3.6776
3208,91.96,0.0,0.8915,0.1655,0.0,0.0,2.4617,11.234,3.7611
3209,94.51,0.0,0.9132,0.1632,0.0,0.0,2.5262,11.4593,3.8369
3210,90.31,0.0,0.8737,0.1634,0.0,0.0,2.4077,10.9236,3.6566
3211,89.33,0.0,0.8899,0.1627,0.0,0.0,2.4557,11.1834,3.7448
3212,87.5,0.0,0.8992,0.1623,0.0,0.0,2.4718,11.1792,3.7418
3213,89.0,0.0,0.8654,0.1643,0.0,0.0,2.3759,10.8025,3.6161
3214,87.63,0.0,0.875,0.1644,0.0,0.0,2.3967,10.907,3.6511
3215,92.54,0.0,0.8844,0.1619,0.0,0.0,2.4545,11.1078,3.7192
3216,89.87,0.0,0.8784,0.1623,0.0058,0.0058,2.4179,10.9537,3.6666
3217,85.89,0.0,0.8642,0.1617,0.0,0.0,2.3833,10.8155,3.6202
3218,90.66,0.0,0.8933,0.1621,0.0,0.0,2.4935,11.2702,3.7745
3219,86.0,0.0,0.8861,0.1624,0.0,0.0,2.4368,11.0836,3.7102
3220,86.25,0.0,0.8531,0.162,0.0,0.0,2.3625,10.8044,3.617
3221,93.13,0.0025,0.9067,0.1595,0.0025,0.0025,2.5257,11.4448,3.8309
3222,90.95,0.0,0.9104,0.1624,0.0,0.0,2.4825,11.3387,3.7962
3223,78.4,0.0,0.8796,0.164,0.0,0.0,2.4025,10.9828,3.679
3224,92.75,0.003,0.8548,0.1588,0.003,0.003,2.3927,10.8328,3.6264
3225,88.94,0.0,0.8758,0.1604,0.0,0.0,2.4265,10.9754,3.6754
3226,93.32,0.0035,0.9089,0.159,0.0035,0.0035,2.5106,11.3205,3.7896
3227,93.11,0.0,0.9168,0.1573,0.0,0.0,2.5701,11.5657,3.8734
3228,90.52,0.0,0.9037,0.1599,0.0,0.0,2.4954,11.2623,3.7708
3229,88.29,0.0,0.8852,0.1597,0.0,0.0,2.4571,10.9576,3.659
3230,94.03,0.0,0.8655,0.1613,0.0,0.0,2.4098,10.9529,3.6672
3231,88.93,0.0,0.8961,0.1623,0.0038,0.0038,2.4514,11.1361,3.7281
3232,88.64,0.0,0.8663,0.1602,0.0,0.0,2.3937,10.8128,3.6196
3233,90.08,0.0,0.9014,0.1607,0.0,0.0,2.4957,11.3168,3.7898
3234,83.51,0.002,0.8625,0.161,0.002,0.002,2.3827,10.8285,3.625
3235,91.19,0.0021,0.915,0.1604,0.0021,0.0021,2.5553,11.5409,3.8648
3236,88.32,0.0,0.8637,0.1603,0.0,0.0,2.3784,10.6667,3.5717
3237,91.59,0.0,0.8607,0.1629,0.0,0.0,2.3461,10.5803,3.5419
3238,87.48,0.0,0.8782,0.1609,0.0,0.0,2.4447,10.9673,3.6712
3239,92.0,0.0,0.8897,0.1614,0.0,0.0,2.4932,11.2422,3.7642
3240,93.94,0.0,0.8971,0.1622,0.0,0.0,2.4865,11.2067,3.7522
3241,84.37,0.0,0.8605,0.1612,0.0,0.0,2.4228,10.9115,3.6536
3242,89.38,0.0,0.862,0.1598,0.0,0.0,2.4129,10.8761,3.6426
3243,85.92,0.0,0.8799,0.1631,0.0,0.0,2.4254,10.9105,3.6523
3244,93.91,0.0,0.8791,0.1614,0.0,0.0,2.4624,11.1535,3.7342
3245,87.79,0.0,0.8898,0.1602,0.0,0.0,2.4557,10.984,3.6762
3246,85.71,0.0,0.8646,0.1631,0.0,0.0,2.3881,10.8357,3.627
3247,89.99,0.0032,0.9018,0.1633,0.0032,0.0,2.4713,11.1189,3.7232
3248,95.09,0.0,0.9265,0.1636,0.0,0.0,2.5382,11.4985,3.8495
3249,87.08,0.0,0.864,0.1621,0.0,0.0,2.4025,10.8839,3.6452
3250,90.99,0.0,0.8817,0.1643,0.0,0.0,2.4301,11.0313,3.6925
3251,89.63,0.0,0.8818,0.1605,0.0,0.0,2.4732,11.1212,3.7243
3252,95.66,0.0,0.8847,0.1611,0.0026,0.0026,2.4657,11.1618,3.7365
3253,86.68,0.0,0.8592,0.1606,0.0,0.0,2.3843,10.6844,3.5763
3254,85.95,0.0,0.8733,0.162,0.0,0.0,2.4381,10.9266,3.6593
3255,85.48,0.0023,0.885,0.161,0.0023,0.0023,2.4238,10.8727,3.6382
3256,92.21,0.0025,0.8757,0.1626,0.0025,0.0025,2.4256,10.9579,3.6695
3257,93.92,0.0,0.8987,0.163,0.0,0.0,2.4987,11.2833,3.7779
3258,91.52,0.0,0.9016,0.1601,0.003,0.003,2.5068,11.2396,3.7616
3259,90.85,0.0,0.8701,0.1636,0.0,0.0,2.4319,10.9309,3.6599
3260,91.75,0.003,0.8787,0.1623,0.003,0.003,2.4353,10.9952,3.6785
3261,90.3,0.0,0.903,0.1606,0.0,0.0,2.5327,11.362,3.804
3262,74.19,0.0,0.832,0.1646,0.0,0.0,2.3122,10.4781,3.5077
3263,87.92,0.0025,0.9,0.1634,0.0025,0.0025,2.4552,11.0961,3.7132
3264,86.15,0.0,0.8609,0.1629,0.0,0.0,2.3597,10.644,3.5633
3265,93.25,0.0,0.8889,0.1629,0.0,0.0,2.4663,11.1827,3.7423
3266,89.33,0.0,0.8648,0.1622,0.0,0.0,2.3917,10.8368,3.6272
3267,88.74,0.0,0.8967,0.1644,0.0,0.0,2.4565,11.1403,3.7299
3268,91.13,0.0,0.8982,0.1646,0.0,0.0,2.4806,11.2555,3.7587
3269,86.03,0.0,0.8642,0.1619,0.0,0.0,2.424,10.9941,3.6828
3270,91.92,0.0,0.9021,0.1636,0.0,0.0,2.4977,11.4003,3.8166
3271,93.65,0.0,0.9006,0.1642,0.0,0.0,2.4624,11.1967,3.7469
3272,92.12,0.0,0.8977,0.1635,0.0,0.0,2.4727,11.2346,3.7605
3273,86.71,0.0,0.8679,0.1646,0.0,0.0,2.4024,10.9985,3.6826
3274,94.25,0.0,0.8893,0.1619,0.0,0.0,2.4841,11.2215,3.7569
3275,85.72,0.0,0.8529,0.1672,0.0,0.0,2.3459,10.75,3.6009
3276,91.24,0.0,0.8932,0.1646,0.0,0.0,2.4841,11.2629,3.7717
3277,89.53,0.0,0.8937,0.1631,0.0,0.0,2.4669,11.1445,3.7299
3278,93.78,0.0,0.8896,0.165,0.0,0.0,2.4584,11.2228,3.7585
3279,86.23,0.0,0.8663,0.162,0.0,0.0,2.4144,10.9788,3.6762
3280,87.73,0.0023,0.8637,0.1612,0.0023,0.0023,2.4084,10.8945,3.6471
3281,89.77,0.008,0.8982,0.1612,0.008,0.0022,2.4763,11.217,3.7533
3282,94.37,0.0,0.8814,0.163,0.0,0.0,2.4404,11.0111,3.6874
3283,93.67,0.0,0.8765,0.161,0.0,0.0,2.4372,10.9696,3.6707
3284,87.65,0.0,0.8878,0.1651,0.0,0.0,2.4905,11.3869,3.8133
3285,91.75,0.0051,0.8771,0.1628,0.0067,0.0051,2.4453,11.0736,3.7072
3286,85.35,0.0,0.8875,0.1632,0.0,0.0,2.4487,11.0007,3.6807
3287,91.8,0.0,0.8614,0.1661,0.0,0.0,2.3783,10.8925,3.6476
3288,88.65,0.0,0.876,0.1651,0.0,0.0,2.4327,11.1417,3.7303
3289,89.44,0.0061,0.8807,0.1647,0.0061,0.0061,2.4192,10.9826,3.6762
3290,91.9,0.0,0.8883,0.1657,0.0,0.0,2.4384,11.1438,3.7324
3291,85.1,0.0,0.8534,0.167,0.0,0.0,2.3301,10.6885,3.5784
3292,86.81,0.0035,0.8739,0.1652,0.0035,0.0035,2.3704,10.807,3.6153
3293,90.33,0.0,0.894,0.1645,0.0,0.0,2.4529,11.1463,3.7322
3294,92.6,0.0,0.908,0.1649,0.0,0.0,2.5098,11.4267,3.8259
3295,96.04,0.0,0.8779,0.1632,0.0,0.0,2.4155,10.9204,3.6562
3296,88.08,0.0022,0.8821,0.1643,0.0022,0.0,2.4157,10.9442,3.6624
3297,93.2,0.0023,0.8888,0.1635,0.0023,0.0023,2.4766,11.2793,3.7754
3298,93.82,0.0,0.8986,0.1624,0.0,0.0,2.4962,11.2787,3.7785
3299,98.31,0.0047,0.8836,0.1635,0.0047,0.0019,2.4369,11.0543,3.7008
3300,92.68,0.0,0.8702,0.1634,0.0,0.0,2.4191,11.0376,3.6958
3301,90.89,0.0,0.8707,0.1632,0.0,0.0,2.4234,11.0005,3.6822
3302,81.25,0.0019,0.8637,0.1628,0.0038,0.0019,2.3635,10.6806,3.5744
3303,87.51,0.0,0.8781,0.162,0.0,0.0,2.4489,11.0613,3.7044
3304,89.99,0.0,0.8962,0.1634,0.0,0.0,2.4628,11.1685,3.7405
3305,94.2,0.0,0.8982,0.1617,0.0,0.0,2.5089,11.3896,3.814
3306,92.94,0.0,0.8885,0.1631,0.0,0.0,2.4485,11.1198,3.7238
3307,89.29,0.0,0.8567,0.1619,0.0,0.0,2.3836,10.8139,3.6218
3308,90.54,0.0,0.8874,0.1644,0.0,0.0,2.4376,11.122,3.7235
3309,91.04,0.0,0.9019,0.165,0.0,0.0,2.4679,11.2586,3.7691
3310,94.01,0.0,0.8922,0.1642,0.0,0.0,2.4594,11.29,3.7802
3311,92.33,0.0,0.8885,0.1644,0.0,0.0,2.4293,11.1283,3.7267
3312,89.55,0.0,0.8971,0.1645,0.0,0.0,2.4958,11.3888,3.8147
3313,89.65,0.0,0.8978,0.1647,0.0,0.0,2.4833,11.3384,3.7982
3314,90.32,0.0042,0.8673,0.1635,0.0042,0.0042,2.3958,10.913,3.6546
3315,91.98,0.0021,0.8809,0.1643,0.0021,0.0,2.4096,11.0064,3.6852
3316,90.96,0.0017,0.8988,0.1641,0.0017,0.0017,2.4757,11.2955,3.7811
3317,90.6,0.0,0.9005,0.1642,0.0,0.0,2.4803,11.3451,3.7979
3318,94.47,0.0,0.8855,0.1651,0.0,0.0,2.428,11.0838,3.7115
3319,92.72,0.0,0.8526,0.1651,0.0,0.0,2.3478,10.7693,3.6064
3320,95.58,0.0014,0.9223,0.1636,0.0014,0.0014,2.551,11.6266,3.8928
3321,89.02,0.0,0.8827,0.1641,0.0,0.0,2.4413,11.2031,3.7522
3322,88.09,0.0022,0.9031,0.165,0.0022,0.0022,2.4824,11.3367,3.7968
3323,87.1,0.0,0.8792,0.1649,0.0,0.0,2.4222,11.1358,3.7293
3324,90.83,0.0046,0.8763,0.1645,0.0046,0.0046,2.4091,11.0179,3.6881
3325,88.16,0.0,0.885,0.1647,0.0,0.0,2.4574,11.2488,3.7681
3326,89.01,0.0,0.8652,0.1667,0.0,0.0,2.3653,10.9157,3.6549
3327,95.89,0.0,0.8966,0.1633,0.0,0.0,2.4791,11.2788,3.7769
3328,90.95,0.0013,0.8822,0.1656,0.0013,0.0,2.4313,11.1616,3.7371
3329,90.63,0.0,0.8813,0.1653,0.0,0.0,2.4338,11.1368,3.7286
3330,93.99,0.0,0.8674,0.1655,0.0,0.0,2.4044,10.9415,3.6649
3331,92.88,0.0025,0.8893,0.1654,0.0025,0.0025,2.4593,11.1902,3.7348
3332,89.25,0.0019,0.8471,0.1655,0.0019,0.0019,2.3327,10.6725,3.5749
3333,86.18,0.0018,0.8564,0.1646,0.0018,0.0018,2.3493,10.6802,3.5764
3334,85.22,0.0028,0.8827,0.1623,0.0028,0.0028,2.4243,10.9788,3.6746
3335,89.53,0.0,0.8876,0.1628,0.0,0.0,2.4594,11.1315,3.7264
3336,87.97,0.0,0.8879,0.1656,0.0,0.0,2.4453,11.1887,3.7473
3337,83.17,0.0,0.8732,0.1652,0.0,0.0,2.4194,11.1013,3.7189
3338,87.41,0.0,0.872,0.1638,0.0,0.0,2.4202,10.9766,3.6745
3339,92.84,0.0,0.8859,0.1627,0.0,0.0,2.4745,11.264,3.7726
3340,89.4,0.0,0.8507,0.1632,0.0,0.0,2.3392,10.5893,3.5454
3341,89.39,0.0,0.8844,0.1642,0.0028,0.0028,2.4308,11.0367,3.6942
3342,89.46,0.0,0.9081,0.1615,0.0,0.0,2.5345,11.4337,3.8287
3343,93.62,0.0,0.8933,0.1614,0.0,0.0,2.5082,11.3959,3.8165
3344,92.34,0.0,0.8871,0.1629,0.0,0.0,2.4673,11.1564,3.7349
3345,90.27,0.0,0.8797,0.1617,0.0,0.0,2.4605,11.1295,3.7277
3346,86.98,0.0,0.89,0.1614,0.0,0.0,2.4967,11.2601,3.7702
3347,90.19,0.0,0.8752,0.1606,0.0,0.0,2.4606,11.027,3.6922
3348,87.2,0.0,0.8589,0.1603,0.0,0.0,2.4008,10.765,3.6048
3349,92.19,0.0,0.9109,0.1607,0.0,0.0,2.5745,11.5245,3.8584
3350,91.38,0.0,0.8816,0.1613,0.0,0.0,2.4657,11.1154,3.722
3351,94.95,0.0,0.8924,0.1599,0.0,0.0,2.5344,11.3564,3.7968
3352,90.96,0.0,0.9048,0.1616,0.0,0.0,2.521,11.4291,3.828
3353,90.25,0.0026,0.8746,0.1614,0.0026,0.0,2.4489,11.0564,3.7021
3354,93.13,0.0,0.8936,0.1591,0.0,0.0,2.5206,11.3359,3.7958
3355,91.05,0.0,0.8749,0.1624,0.0,0.0,2.4756,11.2602,3.7724
3356,91.67,0.0,0.8965,0.1609,0.0,0.0,2.5096,11.316,3.7882
3357,85.78,0.0,0.8824,0.1631,0.0,0.0,2.4742,11.2147,3.7552
3358,89.95,0.0,0.8832,0.1609,0.0,0.0,2.4662,11.1084,3.72
3359,91.96,0.0,0.8969,0.1633,0.0,0.0,2.5189,11.4333,3.8282
3360,92.57,0.0,0.8827,0.1627,0.0,0.0,2.4769,11.2292,3.7599
3361,90.28,0.0,0.867,0.1625,0.0,0.0,2.409,10.8759,3.641
3362,92.08,0.0,0.8929,0.1621,0.0,0.0,2.4792,11.2736,3.7742
3363,91.16,0.0,0.8483,0.1623,0.0,0.0,2.3518,10.6346,3.5612
3364,88.04,0.0,0.8665,0.1631,0.0,0.0,2.4144,10.9544,3.6688
3365,92.2,0.0026,0.8878,0.1622,0.0026,0.0026,2.4509,11.0365,3.6931
3366,91.24,0.0,0.864,0.1636,0.0,0.0,2.4126,10.9471,3.6664
3367,84.87,0.003,0.8882,0.1623,0.003,0.003,2.4523,11.0533,3.6999
3368,93.76,0.0,0.9147,0.1643,0.0,0.0,2.5377,11.5575,3.8699
3369,94.83,0.0,0.9029,0.1644,0.0,0.0,2.53,11.5029,3.844
3370,90.03,0.0,0.912,0.1625,0.0,0.0,2.5261,11.48,3.8428
3371,84.25,0.0035,0.8656,0.1622,0.0035,0.0035,2.3756,10.7319,3.5936
3372,85.59,0.0026,0.8955,0.1618,0.0026,0.0026,2.4474,11.083,3.7102
3373,92.47,0.0,0.9048,0.162,0.0,0.0,2.5136,11.4298,3.8271
3374,87.35,0.0,0.8609,0.163,0.0,0.0,2.3921,10.8521,3.634
3375,96.27,0.0,0.8897,0.1639,0.0,0.0,2.4767,11.2594,3.7591
3376,91.44,0.0,0.8932,0.161,0.0,0.0,2.4621,11.1298,3.7263
3377,88.34,0.0,0.9205,0.1606,0.0,0.0,2.5859,11.7247,3.9271
3378,91.19,0.0022,0.9015,0.1598,0.0022,0.0022,2.5202,11.3904,3.8146
3379,89.65,0.0,0.8879,0.1603,0.0,0.0,2.473,11.1745,3.7418
3380,93.18,0.0,0.8863,0.1595,0.0,0.0,2.5026,11.3489,3.8009
3381,91.24,0.0,0.8738,0.1612,0.0,0.0,2.4514,11.0816,3.7121
3382,91.74,0.0,0.879,0.1617,0.0,0.0,2.4239,11.016,3.688
3383,87.52,0.0023,0.8535,0.1615,0.0023,0.0023,2.3646,10.7567,3.6009
3384,97.24,0.0,0.8984,0.1599,0.0,0.0,2.4641,11.1216,3.7212
3385,85.8,0.002,0.8878,0.1604,0.002,0.002,2.487,11.3393,3.7978
3386,88.27,0.0019,0.906,0.1593,0.0019,0.0019,2.5167,11.4266,3.8262
3387,94.14,0.0,0.9054,0.159,0.0,0.0,2.5504,11.5789,3.8781
3388,89.06,0.0026,0.8596,0.1605,0.0026,0.0026,2.3898,10.7667,3.5944
3389,86.1,0.0,0.8967,0.16,0.0,0.0,2.5113,11.4331,3.8285
3390,90.94,0.0,0.9166,0.1591,0.0,0.0,2.5668,11.6103,3.8884
3391,85.86,0.0028,0.8763,0.1578,0.0028,0.0028,2.4539,11.0577,3.7027
3392,99.75,0.0,0.9107,0.1604,0.0,0.0,2.5531,11.5944,3.8836
3393,95.44,0.0,0.9025,0.1579,0.0026,0.0026,2.5281,11.4347,3.8298
3394,92.23,0.0043,0.8916,0.1585,0.0043,0.0017,2.5012,11.3416,3.7989
3395,87.9,0.0,0.8814,0.1571,0.0,0.0,2.4826,11.1599,3.7373
3396,90.97,0.0,0.9066,0.1574,0.0,0.0,2.5526,11.4584,3.8381
3397,92.43,0.0028,0.9065,0.1562,0.0028,0.0,2.5411,11.3512,3.7962
3398,94.34,0.0,0.8995,0.1576,0.0,0.0,2.5,11.2523,3.7679
3399,95.45,0.0,0.9099,0.1584,0.0,0.0,2.5373,11.4091,3.8228
3400,88.71,0.0,0.8826,0.1577,0.0,0.0,2.4499,11.0214,3.689
3401,91.66,0.0,0.8838,0.1583,0.0,0.0,2.4758,11.1664,3.7377
3402,91.03,0.0,0.876,0.1589,0.0,0.0,2.4242,10.8837,3.6452
3403,91.7,0.0,0.888,0.1575,0.0,0.0,2.4724,11.0768,3.7077
3404,95.96,0.0,0.9027,0.1593,0.0,0.0,2.5043,11.3867,3.8134
3405,88.75,0.0,0.8885,0.1586,0.0026,0.0026,2.4908,11.2593,3.7703
3406,90.69,0.0054,0.8896,0.1594,0.0054,0.0054,2.4653,11.122,3.7237
3407,90.42,0.0,0.8865,0.1571,0.0025,0.0,2.5013,11.3104,3.7877
3408,95.22,0.0026,0.9199,0.1579,0.0026,0.0026,2.5587,11.5201,3.8547
3409,89.7,0.0,0.902,0.1575,0.0,0.0,2.4902,11.1848,3.7433
3410,96.49,0.0,0.9254,0.1592,0.0,0.0,2.5464,11.5686,3.8741
3411,93.94,0.0032,0.8888,0.1572,0.0058,0.0058,2.4406,10.9895,3.6782
3412,86.97,0.0,0.8845,0.1583,0.0,0.0,2.4589,11.1629,3.7392
3413,86.83,0.0,0.8659,0.1566,0.0,0.0,2.4097,10.9117,3.6548
3414,87.62,0.0,0.8892,0.1563,0.0,0.0,2.4885,11.2516,3.7668
3415,92.14,0.0,0.9035,0.1579,0.0,0.0,2.5154,11.4129,3.8219
3416,88.85,0.002,0.8793,0.1553,0.002,0.002,2.466,11.1404,3.7296
3417,90.38,0.0,0.9202,0.1583,0.0,0.0,2.5438,11.531,3.8613
3418,91.09,0.0,0.8909,0.1554,0.0,0.0,2.4809,11.1152,3.7129
3419,93.67,0.0,0.9254,0.1578,0.0,0.0,2.5759,11.7318,3.9298
3420,93.02,0.003,0.8971,0.1578,0.003,0.003,2.484,11.2781,3.7761
3421,89.81,0.0,0.864,0.154,0.0,0.0,2.3951,10.7792,3.61
3422,92.03,0.0016,0.8855,0.1569,0.0016,0.0016,2.4573,11.1583,3.7362
3423,87.98,0.002,0.9103,0.1565,0.002,0.002,2.541,11.4349,3.8287
3424,94.62,0.0025,0.9131,0.1557,0.0025,0.0,2.5203,11.3059,3.7851
3425,94.45,0.0,0.9198,0.1566,0.0,0.0,2.5372,11.408,3.8176
3426,88.59,0.0,0.8757,0.1581,0.0,0.0,2.4071,10.9652,3.6719
3427,91.3,0.0,0.9127,0.1545,0.0,0.0,2.5707,11.5694,3.8749
3428,89.38,0.0,0.9325,0.1546,0.0,0.0,2.5617,11.5088,3.8541
3429,93.09,0.0,0.9135,0.1549,0.0,0.0,2.505,11.2436,3.7625
3430,92.34,0.0021,0.8915,0.1532,0.0021,0.0021,2.4849,11.0932,3.7139
3431,88.14,0.0,0.8774,0.1542,0.0,0.0,2.4581,11.0534,3.7015
3432,96.0,0.0,0.9093,0.155,0.0,0.0,2.5213,11.3187,3.7899
3433,86.0,0.0,0.9136,0.1523,0.0042,0.0,2.5579,11.4762,3.8435
3434,90.5,0.0038,0.9004,0.1518,0.0068,0.0068,2.4659,10.9221,3.6557
3435,87.74,0.0026,0.8809,0.156,0.0026,0.0,2.4451,10.9923,3.6813
3436,94.76,0.0,0.9035,0.1519,0.0023,0.0,2.5087,11.1518,3.7327
3437,88.77,0.0018,0.9087,0.1544,0.0018,0.0018,2.507,11.248,3.7661
3438,87.19,0.0032,0.8829,0.1543,0.0032,0.0032,2.4347,10.8971,3.6485
