iteration,mean_reward,success_rate,lift_rate,min_xy_after_lift,bowl_radius_after_lift_rate,tight_radius_after_lift_rate,object_to_bowl_xy_reward,lifting_reward,lift_progress_reward
2807,85.68,0.0,0.8811,0.2162,0.0,0.0,2.2387,11.0848,3.7106
2808,84.67,0.0,0.8792,0.2134,0.0,0.0,2.2551,11.1307,3.7275
2809,92.8,0.0,0.9039,0.212,0.0,0.0,2.3049,11.3311,3.7961
2810,92.19,0.0,0.8904,0.2088,0.0,0.0,2.2868,11.2186,3.7554
2811,89.66,0.0,0.8551,0.2102,0.0,0.0,2.1857,10.7507,3.5985
2812,87.84,0.0,0.8609,0.2118,0.0,0.0,2.202,10.8416,3.6299
2813,92.25,0.0,0.8975,0.2096,0.0,0.0,2.2893,11.2446,3.7656
2814,84.57,0.0,0.8395,0.2122,0.0,0.0,2.1544,10.6659,3.5732
2815,89.01,0.0,0.8936,0.2098,0.0,0.0,2.3197,11.3598,3.8044
2816,87.16,0.0,0.8709,0.212,0.0,0.0,2.2271,10.988,3.679
2817,88.25,0.0,0.8821,0.2094,0.0,0.0,2.2536,11.0554,3.7016
2818,82.78,0.0,0.8625,0.2097,0.0,0.0,2.2061,10.8226,3.6241
2819,91.87,0.0,0.8675,0.2106,0.0,0.0,2.2035,10.8427,3.6307
2820,90.41,0.0,0.8632,0.2087,0.0,0.0,2.2079,10.8077,3.6199
2821,90.43,0.0,0.9079,0.2116,0.0,0.0,2.3122,11.382,3.8116
2822,89.86,0.0,0.8753,0.2091,0.0,0.0,2.236,11.0157,3.6886
2823,94.71,0.0,0.9075,0.2077,0.0,0.0,2.3362,11.4584,3.8374
2824,94.68,0.0,0.8799,0.2088,0.0,0.0,2.2649,11.1567,3.7361
2825,85.98,0.0,0.8622,0.2107,0.0,0.0,2.2256,10.9973,3.6833
2826,90.24,0.0,0.8712,0.2086,0.0,0.0,2.2346,10.9586,3.6699
2827,85.38,0.0,0.863,0.2095,0.0,0.0,2.2256,10.9485,3.6673
2828,90.14,0.0,0.8629,0.208,0.0,0.0,2.2024,10.8092,3.6184
2829,95.57,0.0,0.8824,0.2116,0.0,0.0,2.2627,11.2322,3.7618
2830,91.48,0.0,0.8745,0.2051,0.0,0.0,2.2627,11.1287,3.7269
2831,90.35,0.0,0.8967,0.2067,0.0,0.0,2.3258,11.4237,3.8265
2832,92.2,0.0,0.8941,0.2045,0.0,0.0,2.2895,11.227,3.7592
2833,87.8,0.0,0.8577,0.2017,0.0,0.0,2.218,10.8439,3.6324
2834,84.73,0.0,0.868,0.203,0.0,0.0,2.2192,10.8772,3.6413
2835,94.7,0.0,0.9021,0.2036,0.0,0.0,2.2989,11.2276,3.7585
2836,91.06,0.0,0.8907,0.2021,0.0,0.0,2.292,11.2511,3.7684
2837,86.87,0.0,0.8592,0.201,0.0,0.0,2.235,10.9235,3.6578
2838,89.24,0.0,0.8609,0.2044,0.0,0.0,2.188,10.7874,3.6126
2839,91.56,0.0,0.8829,0.204,0.0,0.0,2.2609,11.1192,3.7223
2840,91.23,0.0,0.8904,0.2028,0.0,0.0,2.3017,11.2977,3.7836
2841,89.05,0.0,0.8835,0.2022,0.0,0.0,2.2753,11.1198,3.7239
2842,97.32,0.0,0.8938,0.2034,0.0,0.0,2.3021,11.3513,3.8006
2843,86.79,0.0,0.8697,0.2045,0.0,0.0,2.2214,10.931,3.6603
2844,81.37,0.0,0.8755,0.2022,0.0,0.0,2.2415,10.968,3.6725
2845,90.55,0.0,0.8994,0.2036,0.0,0.0,2.3,11.3046,3.7862
2846,92.91,0.0,0.8808,0.2039,0.0,0.0,2.2419,11.0756,3.7079
2847,94.9,0.0,0.8727,0.2006,0.0,0.0,2.2614,10.9885,3.6796
2848,81.2,0.0,0.8767,0.199,0.0,0.0,2.2579,11.0044,3.6836
2849,90.22,0.0,0.8982,0.2017,0.0,0.0,2.3222,11.34,3.7981
2850,88.06,0.0,0.8759,0.2007,0.0,0.0,2.2469,10.9707,3.6729
2851,84.18,0.0,0.863,0.1994,0.0,0.0,2.2215,10.8283,3.6257
2852,87.68,0.0,0.8704,0.202,0.0,0.0,2.2471,11.0037,3.6841
2853,90.44,0.0,0.8854,0.1994,0.0,0.0,2.3038,11.2271,3.7601
2854,87.73,0.0,0.8929,0.1988,0.0,0.0,2.3252,11.3166,3.7878
2855,88.54,0.0,0.8712,0.1984,0.0,0.0,2.2437,10.8759,3.6419
2856,91.63,0.0,0.8329,0.1954,0.0,0.0,2.1789,10.5099,3.5203
2857,87.62,0.0,0.8949,0.1978,0.0,0.0,2.3464,11.3628,3.8063
2858,90.99,0.0,0.8768,0.1991,0.0,0.0,2.2923,11.1426,3.732
2859,89.31,0.0,0.8692,0.1968,0.0,0.0,2.2939,11.1594,3.7381
2860,89.43,0.0028,0.8756,0.1978,0.0028,0.0,2.2692,11.0053,3.6849
2861,88.84,0.0,0.8542,0.1948,0.0,0.0,2.2398,10.8112,3.6204
2862,89.33,0.0,0.9079,0.1938,0.0,0.0,2.3717,11.4101,3.821
2863,88.38,0.0,0.8766,0.1968,0.0,0.0,2.2756,11.0045,3.684
2864,88.79,0.0,0.862,0.1935,0.0,0.0,2.222,10.7344,3.594
2865,87.3,0.0,0.8551,0.1952,0.0,0.0,2.2294,10.7532,3.6004
2866,88.88,0.0,0.8775,0.1946,0.0,0.0,2.3069,11.1749,3.7415
2867,87.45,0.0025,0.8805,0.1942,0.0025,0.0025,2.2948,11.0925,3.7126
2868,85.4,0.0,0.8631,0.1961,0.0,0.0,2.2552,10.9399,3.6633
2869,84.91,0.0023,0.8658,0.1957,0.0023,0.0023,2.2525,10.8924,3.6469
2870,82.81,0.0,0.8474,0.1965,0.0,0.0,2.1793,10.5909,3.5459
2871,91.45,0.0,0.8787,0.1955,0.0,0.0,2.3171,11.1831,3.7451
2872,91.09,0.0,0.8913,0.1948,0.0,0.0,2.3301,11.1661,3.7395
2873,86.67,0.0026,0.8651,0.1931,0.0026,0.0,2.2674,10.886,3.645
2874,88.15,0.0,0.8763,0.1907,0.0,0.0,2.315,11.1047,3.7189
2875,82.96,0.0017,0.8721,0.1902,0.0017,0.0,2.3011,10.9422,3.6639
2876,91.64,0.0,0.8766,0.1894,0.0,0.0,2.3166,11.0371,3.6952
2877,83.98,0.0,0.8678,0.1918,0.0,0.0,2.2776,10.8979,3.6501
2878,86.1,0.0,0.8277,0.1905,0.0,0.0,2.1827,10.4847,3.5111
2879,87.67,0.0,0.8379,0.1897,0.0,0.0,2.2079,10.5661,3.5381
2880,88.35,0.0,0.898,0.1892,0.0,0.0,2.3497,11.1871,3.7461
2881,93.0,0.0,0.8774,0.1905,0.0,0.0,2.3222,11.1241,3.726
2882,89.94,0.0,0.8582,0.1893,0.0,0.0,2.2778,10.8836,3.6451
2883,90.55,0.0,0.8673,0.193,0.0,0.0,2.2564,10.7821,3.6095
2884,89.55,0.0,0.8542,0.1907,0.0,0.0,2.2157,10.5749,3.5428
2885,83.21,0.0,0.884,0.1905,0.0,0.0,2.2939,10.9468,3.6634
2886,93.44,0.0,0.8983,0.1911,0.0,0.0,2.3948,11.4641,3.8393
2887,94.36,0.0,0.9107,0.1884,0.0,0.0,2.3827,11.2966,3.7792
2888,86.45,0.0021,0.8664,0.189,0.0021,0.0,2.2791,10.8367,3.6276
2889,77.9,0.0,0.8612,0.1892,0.0,0.0,2.2666,10.8116,3.6197
2890,86.73,0.0,0.8863,0.1889,0.0025,0.0,2.3099,10.9824,3.675
2891,88.11,0.0022,0.8658,0.1871,0.0022,0.0022,2.2882,10.8257,3.6248
2892,84.56,0.0,0.8817,0.1894,0.0022,0.0,2.3295,11.0622,3.7047
2893,91.61,0.0,0.8753,0.1895,0.0,0.0,2.3099,11.0388,3.6972
2894,86.35,0.0,0.8454,0.1877,0.0,0.0,2.2352,10.6469,3.5661
2895,91.22,0.0,0.8793,0.1868,0.0,0.0,2.3353,11.0634,3.7037
2896,82.03,0.0,0.8436,0.191,0.0,0.0,2.2053,10.5337,3.5275
2897,82.69,0.0,0.861,0.1922,0.0,0.0,2.2474,10.7574,3.6023
2898,90.37,0.0,0.8743,0.1894,0.0,0.0,2.3078,11.0102,3.6875
2899,89.55,0.0,0.8734,0.1892,0.0,0.0,2.28,10.8261,3.6249
2900,85.65,0.0,0.8366,0.1938,0.0,0.0,2.1779,10.5011,3.5161
2901,91.06,0.0,0.864,0.191,0.0,0.0,2.2833,10.9639,3.6709
2902,90.31,0.0,0.9039,0.1883,0.0,0.0,2.3759,11.298,3.7828
2903,88.39,0.0025,0.8789,0.1872,0.0025,0.0,2.2989,10.8712,3.6385
2904,88.56,0.0,0.875,0.1901,0.0,0.0,2.2587,10.7947,3.614
2905,81.22,0.0,0.8474,0.1923,0.0,0.0,2.2233,10.6833,3.5775
2906,88.84,0.003,0.8625,0.1906,0.003,0.0,2.252,10.7946,3.6143
2907,86.95,0.0,0.8594,0.19,0.0,0.0,2.2589,10.8145,3.6209
2908,89.27,0.0,0.8602,0.1896,0.0,0.0,2.2655,10.7942,3.6143
2909,85.73,0.0,0.89,0.1922,0.0,0.0,2.3305,11.1902,3.7479
2910,89.31,0.0,0.8839,0.191,0.0,0.0,2.3145,11.1073,3.7189
2911,84.9,0.0,0.8821,0.1884,0.0,0.0,2.3295,11.1387,3.7307
2912,92.04,0.0,0.8829,0.1913,0.0,0.0,2.2883,10.9894,3.6792
2913,85.16,0.0,0.8672,0.192,0.0,0.0,2.2666,10.8181,3.6218
2914,86.19,0.0,0.8493,0.1909,0.0,0.0,2.2403,10.7093,3.5861
2915,79.55,0.0,0.8701,0.1948,0.0,0.0,2.2608,10.8136,3.6209
2916,88.99,0.0,0.9087,0.1895,0.0,0.0,2.4003,11.3863,3.812
2917,86.52,0.0,0.8598,0.1918,0.0,0.0,2.2468,10.7205,3.5897
2918,87.91,0.0047,0.8811,0.1904,0.0047,0.0047,2.2889,10.8856,3.6427
2919,88.18,0.0,0.8459,0.1907,0.0,0.0,2.2096,10.5396,3.5282
2920,86.61,0.0,0.865,0.191,0.0,0.0,2.2503,10.6849,3.5768
2921,83.45,0.0,0.8624,0.1874,0.0,0.0,2.2688,10.7316,3.5926
2922,86.34,0.0026,0.8956,0.1883,0.0026,0.0026,2.3544,11.1754,3.7408
2923,89.39,0.0,0.8826,0.1885,0.0,0.0,2.321,11.017,3.6896
2924,88.76,0.0,0.8875,0.1872,0.0,0.0,2.3652,11.2776,3.7771
2925,87.21,0.0,0.8872,0.1865,0.0,0.0,2.3598,11.2437,3.7656
2926,91.77,0.0,0.8722,0.1906,0.0,0.0,2.2938,11.0288,3.6923
2927,92.87,0.0017,0.8907,0.1843,0.0017,0.0017,2.3561,11.1716,3.741
2928,91.01,0.0025,0.8782,0.185,0.0025,0.0025,2.3381,11.1508,3.7339
2929,89.79,0.0,0.8592,0.1847,0.0,0.0,2.2862,10.8572,3.6365
2930,88.29,0.0,0.8528,0.1847,0.0,0.0,2.2449,10.7306,3.5931
2931,87.23,0.0,0.8633,0.1817,0.0,0.0,2.3038,10.9352,3.6628
2932,87.6,0.0,0.8818,0.1822,0.0,0.0,2.3286,10.9804,3.6764
2933,95.25,0.0,0.8711,0.182,0.0,0.0,2.3408,11.0599,3.6974
2934,87.89,0.0,0.8615,0.1803,0.0,0.0,2.2689,10.6486,3.5649
2935,90.35,0.0,0.8616,0.1826,0.0,0.0,2.2699,10.7284,3.592
2936,91.07,0.0,0.8735,0.1844,0.0,0.0,2.3283,11.0398,3.6974
2937,88.47,0.0,0.9128,0.1833,0.0,0.0,2.3893,11.2121,3.7529
2938,86.93,0.0,0.8671,0.185,0.0,0.0,2.3159,10.9703,3.6744
2939,89.72,0.0,0.8996,0.1832,0.0,0.0,2.4054,11.3448,3.7992
2940,89.43,0.0023,0.8744,0.1832,0.0023,0.0023,2.3294,11.056,3.7023
2941,87.03,0.0,0.8605,0.1839,0.0,0.0,2.2552,10.643,3.5644
2942,90.73,0.0,0.9044,0.1873,0.0,0.0,2.3818,11.3326,3.7937
2943,90.07,0.0046,0.8815,0.185,0.0046,0.0046,2.3454,11.1421,3.7304
2944,90.72,0.0,0.8974,0.1856,0.0,0.0,2.3717,11.2627,3.7699
2945,95.02,0.0,0.8605,0.1848,0.0,0.0,2.3078,10.9395,3.6643
2946,84.09,0.0035,0.8785,0.1845,0.0035,0.0035,2.2972,10.8465,3.632
2947,82.18,0.0,0.867,0.1826,0.0,0.0,2.309,10.873,3.6405
2948,91.1,0.0,0.8782,0.1848,0.0,0.0,2.3325,11.037,3.6963
2949,84.7,0.0,0.8449,0.1841,0.0,0.0,2.218,10.5253,3.5243
2950,89.72,0.0,0.8848,0.1847,0.0,0.0,2.3146,10.9241,3.6592
2951,91.79,0.0,0.8866,0.1855,0.0,0.0,2.3536,11.1767,3.7413
2952,86.15,0.0,0.862,0.1825,0.0,0.0,2.3155,10.9462,3.6663
2953,83.75,0.0,0.8566,0.1869,0.0,0.0,2.2378,10.6318,3.5594
2954,90.19,0.0,0.8808,0.1835,0.0,0.0,2.3324,11.0416,3.6962
2955,87.57,0.0,0.8568,0.1848,0.0,0.0,2.2746,10.7596,3.6023
2956,89.19,0.0,0.8819,0.1856,0.0,0.0,2.3509,11.1977,3.7502
2957,83.56,0.0,0.8469,0.1853,0.0,0.0,2.2385,10.6921,3.5807
2958,88.61,0.0,0.8577,0.1815,0.0,0.0,2.3035,10.8485,3.6346
2959,87.64,0.0,0.8598,0.1833,0.0,0.0,2.258,10.6535,3.5687
2960,84.42,0.0,0.8634,0.1814,0.0,0.0,2.3156,10.904,3.651
2961,85.9,0.0026,0.8679,0.1821,0.0026,0.0026,2.3195,10.9803,3.6763
2962,88.95,0.0,0.8711,0.1816,0.0,0.0,2.3321,10.987,3.6785
2963,90.24,0.0,0.8805,0.1825,0.0,0.0,2.3187,10.9605,3.6701
2964,94.21,0.0022,0.881,0.1813,0.0022,0.0022,2.3276,10.9468,3.6635
2965,94.53,0.0,0.9056,0.1837,0.0,0.0,2.4219,11.4309,3.8273
2966,87.48,0.0021,0.8646,0.1836,0.0021,0.0,2.2983,10.8719,3.6399
2967,86.1,0.0,0.8745,0.184,0.0,0.0,2.3277,10.98,3.6765
2968,84.56,0.0,0.8622,0.1834,0.0,0.0,2.3105,10.8891,3.6472
2969,86.36,0.0,0.8697,0.1821,0.0,0.0,2.3198,10.8628,3.6374
2970,87.91,0.0,0.8664,0.1834,0.0,0.0,2.32,10.9337,3.6617
2971,87.57,0.0,0.8919,0.184,0.0,0.0,2.3824,11.232,3.7618
2972,90.12,0.0,0.8663,0.1836,0.0,0.0,2.3269,10.9484,3.6662
2973,90.34,0.0,0.8835,0.1824,0.0,0.0,2.3517,11.1028,3.7169
2974,88.36,0.0,0.8565,0.1835,0.0,0.0,2.2917,10.8284,3.6265
2975,93.12,0.0025,0.894,0.1801,0.0025,0.0025,2.3892,11.1623,3.7374
2976,85.85,0.0,0.857,0.1827,0.0,0.0,2.2896,10.7253,3.5904
2977,89.39,0.0,0.8707,0.1837,0.0,0.0,2.333,11.0102,3.6871
2978,86.48,0.0,0.8712,0.1804,0.0,0.0,2.3461,10.9988,3.6837
2979,93.01,0.0,0.857,0.1831,0.0,0.0,2.2897,10.8104,3.6212
2980,89.61,0.0,0.8865,0.182,0.0,0.0,2.3301,10.9346,3.6585
2981,88.63,0.0,0.8891,0.1851,0.0,0.0,2.3837,11.3099,3.7881
2982,88.49,0.0,0.8668,0.1815,0.0,0.0,2.3156,10.9162,3.6539
2983,90.17,0.0025,0.8601,0.1832,0.0025,0.0025,2.3157,10.9653,3.6725
2984,80.85,0.0022,0.8715,0.1817,0.0022,0.0022,2.3087,10.8338,3.6261
2985,83.3,0.0,0.8425,0.1795,0.0,0.0,2.2909,10.7118,3.5877
2986,93.99,0.0019,0.8976,0.1801,0.0019,0.0019,2.4146,11.3272,3.7921
2987,85.01,0.0,0.8608,0.1811,0.0,0.0,2.3285,10.9612,3.672
2988,89.4,0.0,0.8825,0.1793,0.0,0.0,2.3577,11.0232,3.6895
2989,85.75,0.0,0.8374,0.1785,0.0,0.0,2.2366,10.517,3.5213
2990,85.25,0.0,0.8268,0.1795,0.0,0.0,2.2278,10.5118,3.5207
2991,89.77,0.0,0.878,0.1802,0.0,0.0,2.3407,11.0149,3.6874
2992,90.32,0.0,0.905,0.1798,0.0,0.0,2.4351,11.5118,3.8553
2993,86.08,0.0,0.8083,0.1803,0.0,0.0,2.1381,10.1157,3.3879
2994,86.56,0.0,0.8633,0.1786,0.0028,0.0,2.3191,10.9424,3.6645
2995,85.73,0.0023,0.8732,0.1814,0.0049,0.0049,2.2936,10.9032,3.6495
2996,85.19,0.0,0.846,0.18,0.0,0.0,2.2634,10.762,3.6049
2997,88.62,0.0,0.8765,0.1812,0.0,0.0,2.3205,11.0689,3.7077
2998,89.15,0.0,0.8871,0.1783,0.0,0.0,2.3592,11.1037,3.717
2999,88.2,0.0,0.8911,0.1779,0.0,0.0,2.3877,11.2809,3.7775
3000,86.03,0.0,0.8622,0.1797,0.0,0.0,2.3093,10.8405,3.6197
3001,85.42,0.0,0.855,0.1778,0.0,0.0,2.2739,10.7328,3.5946
3002,80.57,0.0,0.8625,0.1776,0.0,0.0,2.3017,10.82,3.6234
3003,90.29,0.002,0.892,0.1742,0.002,0.002,2.3814,11.1666,3.7393
3004,85.05,0.0,0.8458,0.1754,0.0,0.0,2.2655,10.6697,3.5732
3005,92.26,0.0,0.8546,0.1772,0.0,0.0,2.2983,10.8372,3.6292
3006,83.75,0.0,0.8698,0.1746,0.0,0.0,2.3211,10.8891,3.6446
3007,89.07,0.0,0.8571,0.1751,0.0,0.0,2.2859,10.7452,3.5977
3008,87.74,0.0,0.8714,0.172,0.0,0.0,2.3713,11.063,3.7065
3009,88.29,0.0,0.832,0.1724,0.0,0.0,2.2419,10.4705,3.5071
3010,94.51,0.0,0.8714,0.1743,0.0,0.0,2.3529,11.0179,3.6901
3011,88.87,0.003,0.8563,0.1718,0.003,0.003,2.3148,10.78,3.6092
3012,90.46,0.0,0.8723,0.1728,0.0,0.0,2.3581,11.0162,3.69
3013,90.97,0.0019,0.8487,0.173,0.0019,0.0019,2.2745,10.6999,3.583
3014,88.93,0.0,0.8696,0.173,0.0,0.0,2.3707,11.103,3.7184
3015,90.52,0.0,0.8811,0.1715,0.0,0.0,2.3892,11.1445,3.7318
3016,88.94,0.0,0.9038,0.1715,0.0,0.0,2.4454,11.4019,3.8177
3017,83.26,0.0,0.8656,0.1733,0.0,0.0,2.3393,10.9174,3.6566
3018,87.11,0.0,0.8704,0.1708,0.0,0.0,2.3496,10.9238,3.659
3019,83.89,0.0,0.8639,0.1727,0.0,0.0,2.312,10.7905,3.6131
3020,87.9,0.0,0.8649,0.1716,0.0,0.0,2.3241,10.7894,3.6032
3021,88.29,0.0,0.8671,0.1706,0.0,0.0,2.3492,10.9142,3.6549
3022,86.87,0.0,0.8644,0.1703,0.0,0.0,2.3581,11.0185,3.6914
3023,92.52,0.0023,0.8884,0.1734,0.0023,0.0023,2.3604,11.0561,3.7005
3024,89.32,0.0,0.8554,0.1732,0.0,0.0,2.2869,10.6913,3.5794
3025,85.52,0.0,0.861,0.1725,0.0,0.0,2.334,10.8991,3.6509
3026,86.3,0.0,0.8764,0.1718,0.0,0.0,2.3373,10.9209,3.6574
3027,89.0,0.0,0.8547,0.1717,0.0,0.0,2.3063,10.7859,3.6128
3028,91.78,0.0,0.8641,0.1751,0.0,0.0,2.264,10.6239,3.5565
3029,87.1,0.0,0.8541,0.1708,0.0,0.0,2.2807,10.6242,3.5588
3030,80.37,0.0,0.8662,0.1705,0.0,0.0,2.3575,11.0086,3.6868
3031,89.12,0.0,0.8772,0.1702,0.0,0.0,2.348,10.9835,3.6786
3032,85.87,0.0,0.8706,0.1707,0.0,0.0,2.3553,11.0229,3.6908
3033,83.97,0.0,0.8584,0.1708,0.0,0.0,2.3007,10.7005,3.5853
3034,90.47,0.0,0.8689,0.1718,0.0,0.0,2.3318,10.8958,3.649
3035,88.91,0.0,0.8579,0.1682,0.0,0.0,2.3202,10.7542,3.5996
3036,82.7,0.0,0.8675,0.1739,0.0,0.0,2.3099,10.868,3.6395
3037,83.26,0.0025,0.8616,0.1735,0.0025,0.0025,2.3353,11.0243,3.6929
3038,90.62,0.0,0.8288,0.17,0.0,0.0,2.2486,10.4593,3.5037
3039,86.61,0.0,0.8676,0.17,0.0,0.0,2.3352,10.8902,3.6472
3040,82.35,0.0,0.856,0.17,0.0,0.0,2.2865,10.7237,3.5913
3041,84.49,0.0,0.8953,0.1711,0.0,0.0,2.3928,11.147,3.7308
3042,90.67,0.0,0.8651,0.1705,0.0,0.0,2.3292,10.8711,3.6418
3043,88.04,0.0,0.8637,0.1707,0.0,0.0,2.3253,10.8368,3.629
3044,86.1,0.0028,0.857,0.1691,0.0028,0.0028,2.3073,10.7501,3.5995
3045,97.09,0.0042,0.8881,0.1702,0.0042,0.0042,2.3999,11.1697,3.7398
3046,86.19,0.0,0.8649,0.1688,0.0,0.0,2.3313,10.8082,3.6193
3047,91.33,0.0,0.8804,0.1701,0.0,0.0,2.3738,11.0079,3.6859
3048,91.93,0.0,0.8773,0.1671,0.0,0.0,2.4125,11.1297,3.7274
3049,81.26,0.0,0.8447,0.1707,0.0,0.0,2.2671,10.5108,3.5181
3050,90.98,0.0,0.8556,0.1687,0.0,0.0,2.3253,10.7656,3.6048
3051,85.07,0.0,0.8755,0.1698,0.0023,0.0,2.3587,10.9489,3.664
3052,89.35,0.0,0.8755,0.171,0.0,0.0,2.3665,11.0225,3.6915
3053,81.17,0.0,0.8655,0.1702,0.0,0.0,2.3382,10.8253,3.6256
3054,86.61,0.0,0.8899,0.1699,0.0,0.0,2.4007,11.1562,3.7342
3055,88.06,0.0,0.8556,0.1704,0.0,0.0,2.2943,10.6012,3.5473
3056,89.21,0.0,0.8784,0.1707,0.0,0.0,2.4128,11.1935,3.7484
3057,92.38,0.0,0.8591,0.171,0.0,0.0,2.3476,10.8964,3.6503
3058,82.62,0.002,0.8339,0.1708,0.002,0.002,2.2642,10.5849,3.5444
3059,86.6,0.0,0.8295,0.1711,0.0,0.0,2.2701,10.5836,3.5443
3060,89.49,0.0,0.8643,0.1715,0.0,0.0,2.3498,10.9129,3.6556
3061,92.47,0.0,0.8625,0.171,0.0,0.0,2.3227,10.7788,3.6095
3062,87.62,0.0,0.9,0.1723,0.0,0.0,2.4209,11.2524,3.7679
3063,92.21,0.0,0.8527,0.1695,0.0,0.0,2.3293,10.821,3.6241
3064,87.55,0.0,0.8804,0.1719,0.0,0.0,2.3732,11.0146,3.688
3065,85.94,0.0,0.8578,0.1699,0.0,0.0,2.3122,10.7133,3.5869
3066,84.24,0.0,0.8826,0.1693,0.0,0.0,2.3958,11.0351,3.6953
3067,80.33,0.0,0.8505,0.171,0.0,0.0,2.3102,10.6921,3.5806
3068,86.79,0.0,0.8342,0.1702,0.0,0.0,2.2628,10.4693,3.5055
3069,79.64,0.0,0.8367,0.1696,0.0,0.0,2.2743,10.4799,3.51
3070,90.67,0.0,0.9006,0.1721,0.0,0.0,2.4132,11.1288,3.7261
3071,89.76,0.0,0.8653,0.1716,0.0,0.0,2.3621,10.9068,3.6533
3072,89.08,0.0,0.8648,0.1722,0.0,0.0,2.335,10.7707,3.6065
3073,84.85,0.0,0.8506,0.1719,0.0,0.0,2.3296,10.7532,3.6033
3074,86.8,0.0,0.8919,0.1703,0.0,0.0,2.4308,11.229,3.7604
3075,88.64,0.0,0.8875,0.1715,0.0,0.0,2.3865,11.0554,3.7018
3076,90.15,0.0,0.8833,0.1723,0.0,0.0,2.4013,11.1179,3.7235
3077,89.27,0.0021,0.8844,0.1701,0.0021,0.0021,2.3927,10.9273,3.6458
3078,85.67,0.0,0.8778,0.1727,0.0,0.0,2.3472,10.8716,3.6394
3079,93.18,0.0021,0.8568,0.1727,0.0021,0.0021,2.3047,10.6994,3.5819
3080,92.44,0.003,0.8857,0.1722,0.0076,0.003,2.4072,11.1183,3.7217
3081,88.44,0.0,0.8735,0.1719,0.0,0.0,2.3474,10.9241,3.6562
3082,86.74,0.0,0.9047,0.173,0.0,0.0,2.4136,11.2145,3.7538
3083,86.16,0.0,0.8832,0.1749,0.0,0.0,2.3838,11.1609,3.7379
3084,92.07,0.0,0.8839,0.1739,0.0,0.0,2.3931,11.1485,3.7341
3085,86.94,0.0,0.8421,0.1707,0.0,0.0,2.304,10.6897,3.5804
3086,84.23,0.0028,0.8685,0.1695,0.0028,0.0028,2.3459,10.8823,3.6431
3087,91.45,0.0035,0.8973,0.1669,0.0035,0.0035,2.439,11.2725,3.7725
3088,91.27,0.0,0.8673,0.1722,0.0,0.0,2.354,11.0066,3.686
3089,91.86,0.0,0.8808,0.1713,0.0,0.0,2.3867,11.0808,3.7088
3090,85.38,0.0,0.8447,0.1718,0.0,0.0,2.265,10.4765,3.5081
3091,88.72,0.0,0.8977,0.169,0.0,0.0,2.4664,11.4039,3.8204
3092,83.33,0.0,0.8398,0.1707,0.0,0.0,2.2903,10.5327,3.52
3093,89.9,0.0,0.8632,0.1728,0.0,0.0,2.3289,10.8415,3.6305
3094,89.73,0.0022,0.8992,0.1708,0.0022,0.0022,2.4388,11.2451,3.7643
3095,85.24,0.0,0.873,0.1696,0.0,0.0,2.3981,11.0351,3.6864
3096,86.7,0.0,0.8595,0.1702,0.0,0.0,2.3591,10.8738,3.6415
3097,88.37,0.0,0.8907,0.1709,0.0,0.0,2.4284,11.2524,3.7672
3098,84.65,0.0028,0.8623,0.1717,0.0028,0.0028,2.347,10.8725,3.6329
3099,93.29,0.0,0.8993,0.1725,0.0,0.0,2.4098,11.1599,3.7368
3100,93.73,0.002,0.9026,0.17,0.002,0.002,2.4468,11.2773,3.776
3101,88.62,0.0,0.868,0.169,0.0,0.0,2.3704,10.9352,3.6615
3102,92.13,0.0,0.8827,0.1672,0.0,0.0,2.4167,11.1399,3.7312
3103,90.92,0.0,0.8654,0.1678,0.0,0.0,2.3538,10.8169,3.6205
3104,88.79,0.0,0.8649,0.1682,0.0,0.0,2.3733,10.9624,3.6709
3105,91.0,0.0032,0.8724,0.1678,0.0032,0.0,2.353,10.8196,3.6196
3106,89.92,0.0,0.8679,0.1682,0.0,0.0,2.3336,10.7293,3.5927
3107,86.54,0.002,0.8785,0.1679,0.002,0.002,2.3644,10.8686,3.6378
3108,94.35,0.0,0.8742,0.1677,0.0,0.0,2.3727,10.871,3.64
3109,86.15,0.0,0.8932,0.1673,0.0,0.0,2.4456,11.3182,3.7903
3110,90.17,0.0,0.8801,0.1684,0.0,0.0,2.3867,11.1029,3.7168
3111,92.48,0.0064,0.8687,0.1675,0.0064,0.0064,2.3477,10.7557,3.5993
3112,86.03,0.0,0.846,0.1685,0.0,0.0,2.3094,10.7252,3.5921
3113,87.05,0.0017,0.8884,0.1659,0.0017,0.0017,2.435,11.1009,3.7106
3114,81.53,0.0,0.8624,0.1689,0.0,0.0,2.3548,10.881,3.643
3115,88.77,0.0,0.8743,0.1663,0.0,0.0,2.3609,10.7994,3.614
3116,93.3,0.0,0.881,0.1677,0.0,0.0,2.3805,10.9499,3.6647
3117,87.8,0.0,0.8736,0.1677,0.0,0.0,2.3965,11.0402,3.698
3118,88.09,0.0016,0.8859,0.1674,0.0016,0.0016,2.4118,11.1229,3.7234
3119,88.03,0.0,0.8685,0.1668,0.0,0.0,2.364,10.9187,3.6554
3120,91.39,0.0,0.8685,0.1685,0.0,0.0,2.3421,10.828,3.6243
3121,88.68,0.0022,0.8648,0.167,0.0022,0.0,2.329,10.6417,3.5613
3122,88.73,0.0,0.882,0.1711,0.0,0.0,2.3934,11.1483,3.7337
3123,85.01,0.0,0.8832,0.1688,0.0,0.0,2.3577,10.959,3.6696
